track_id,danceability,energy,valence,speechiness,duration_min,viral_score,is_viral
46,0.5728973579487368,0.6927472497200545,0.2912169090265821,0.18411175610622646,3.157585223388614,0.7758076827905256,Viral
47,0.5435850383592339,0.8785763625731159,0.5813077928025061,0.009782504706118186,4.10837589062145,0.4197854896002759,Non-Viral
48,0.7905706885773434,0.7148958318168402,0.2780360904363586,0.049325052997258374,3.405279844993715,0.6572369979095125,Viral
49,0.5921922492039726,0.8820701524359366,0.30228962315689256,0.08637378495139712,3.1607596076651254,0.756502040883521,Viral
50,0.5833282370063684,0.8301983343736506,0.6038844846646367,0.015367076499429762,3.2824103003909997,0.7991782746900186,Viral
51,0.9746125752530646,0.497378253261913,0.7009541801341465,0.07067036341926924,3.1505882004708057,0.7057233964448686,Viral
52,0.8733358394589857,0.6199073388125024,0.47011644996206703,0.30420087297169823,3.244922294930738,0.8227776361031132,Viral
53,0.7530874752862984,0.7932020438189215,0.588251075879893,0.004638224932759019,3.29958210042595,0.8236128625223836,Viral
54,0.4993183785567198,0.5237344966341673,0.40531123980313827,0.2892358378565373,3.6063029095464967,0.5620413715924384,Non-Viral
55,0.7229994221124886,0.8219989016255768,0.5150083926155478,0.05566690048708775,3.8396492871806744,0.48886265804603674,Non-Viral
56,0.2863702010386632,0.6343281339989209,0.5478805917678338,0.04229550797208639,2.9892305755313857,0.7276876036401485,Viral
57,0.9215829751726102,0.6009469964585706,0.35426494032251155,0.055026788507426,4.499210915602528,0.49195449673346203,Non-Viral
58,0.8119188477835915,0.3038393211786673,0.7661374610222571,0.10226410019935224,4.251834793114435,0.15777054427593792,Non-Viral
59,0.8455632345066482,0.7431460066951802,0.7114400412217693,0.08776351364540289,4.231022968054641,0.5461667497343192,Non-Viral
60,0.74739019774613,0.8207705872062594,0.7677305257756447,0.11365066804328126,3.8046533879088225,0.5738925829783915,Non-Viral
61,0.7224473599766005,0.793221673670812,0.7202791726531432,0.12750831437888566,2.893639350340404,0.8708616865259918,Viral
62,0.9450844982858593,0.8138767936938175,0.41695203140454645,0.11652110213912109,4.281471945720641,0.38922375662846226,Non-Viral
63,0.7183109389341257,0.43918126898513027,0.8351709735534736,0.04935458914657398,3.8965303511973937,0.4208154478899119,Non-Viral
64,0.6565517726940697,0.5917995313820512,0.4006062385772107,0.05216890056766174,3.4342741659948484,0.7083745176487691,Viral
65,0.7365514642211951,0.9036700110161792,0.4216326803449523,0.04578207569740094,3.9194221823536424,0.7017103740494901,Viral
66,0.8569824773203258,0.6097655549222262,0.40590922168480864,0.09299687760674244,3.286661941285414,0.7973280911912278,Viral
67,0.8796364850180128,0.6299843502151659,0.6617016763838838,0.006509663850351656,3.919914423889245,0.4531137715997434,Non-Viral
68,0.6673154117596961,0.7293675137896407,0.5479981740083427,0.031215238950197285,3.3071692937961488,0.6207822834504175,Non-Viral
69,0.885047859993889,0.7137691702961451,0.20607008047102415,0.03885215988962298,2.983116455910338,0.8936514854967204,Viral
70,0.7952671945375526,0.5750566074253353,0.5120461283202623,0.06975752912973471,2.7019721589076036,0.8610174879682123,Viral
71,0.19048710143599087,0.9252230847161771,0.6823493722537166,0.13284048900899564,3.230791635071197,0.5654429071241109,Non-Viral
72,0.6993428625002073,0.9455428278784679,0.3844286244307738,0.072079352746526,3.3879543037750275,0.8071302937016668,Viral
73,0.5117212184566613,0.7757430015781416,0.3655098444472402,0.11571665027639849,4.271487984669034,0.330191617652296,Non-Viral
74,0.9264788739059693,0.6618128635039224,0.2889080741099316,0.01960333496102599,3.8002621323551966,0.6143867340249846,Non-Viral
75,0.4925491559866016,0.792783992705834,0.35487223824932046,0.04499238741530797,4.7120476357157255,0.2310051632209441,Non-Viral
76,0.6833801522954823,0.8718347754134074,0.5105416580149383,0.0054740556093358286,3.775361905431557,0.5775253797061702,Non-Viral
77,0.7597495314492136,0.9024706626448068,0.3214729959980534,0.00884103674651349,2.939701601807897,0.9029440559949491,Viral
78,0.8004973823501792,0.8086338261763282,0.3564691046474705,0.0011257484624180283,2.7508422363283946,0.8084201714214656,Viral
79,0.830907161502134,0.6283509503003686,0.5350758964194997,0.2306088784820218,4.054157341224556,0.6148529963902956,Non-Viral
80,0.8401305193185106,0.569468777924817,0.16858361679183112,0.051653574103252366,3.6135004565816593,0.6915953659648838,Viral
81,0.7302778664132731,0.713893496393651,0.5326453858299592,0.16216506982051218,3.164188875693305,0.7927594818425382,Viral
82,0.5226189638613536,0.9173500844616974,0.4301706680820137,0.08633774919150422,3.52942132853147,0.7260731411389152,Viral
83,0.6018509634256438,0.6424039007593294,0.4574896209204833,0.10806283241093202,3.4280069702559754,0.4909056169905007,Non-Viral
84,0.7476324490227603,0.6850731696618527,0.48247107581765447,0.05419308684610233,3.6294839452449272,0.685477573363537,Viral
85,0.689822040136531,0.40303163916992635,0.6302226058878875,0.03434132548187655,2.820577892703984,0.810670262580236,Viral
86,0.5064412391908485,0.7859128127131564,0.30485727326784834,0.0086792114971608,3.1995117103813806,0.6133841593583045,Non-Viral
87,0.7324935354062566,0.5841550423969633,0.3812954224928426,0.048286787604761114,3.1100240342995966,0.8228259772644299,Viral
88,0.7001663307390699,0.7566901863131492,0.28924931745192384,0.13877973775679686,3.847968620765607,0.3850866311218061,Non-Viral
89,0.9423096922958433,0.818277477974114,0.283900602671257,0.08290167044526148,4.288565549964215,0.6821602691913222,Viral
90,0.43740463559037496,0.9669820068906483,0.6689757400245215,0.0028814666688442058,3.152000308576338,0.673979403789229,Viral
91,0.9140566075153369,0.6045591778590619,0.6956078583953615,0.016111912833687892,4.033000192450297,0.683260205913434,Viral
92,0.810748707441447,0.9296780934603831,0.4113992655503922,0.05139823335220376,2.7136673317809934,0.8917089251024863,Viral
93,0.783275873488677,0.9112002611720648,0.7478695484261547,0.15014541614056873,3.0482486330177503,0.9026229704502001,Viral
94,0.6373641230501987,0.9037903027480594,0.21712908620233093,0.23416902276907922,3.6449738284973314,0.4081269107089871,Non-Viral
95,0.8508956669224356,0.8972128254823625,0.8070462044932516,0.07034184571484185,3.8387106893533245,0.6190242090784387,Non-Viral
96,0.7492126609952929,0.7230950157031273,0.412352766858487,0.020014533753160466,3.4083819505197113,0.6441769032114866,Non-Viral
97,0.8928275812667925,0.95046327743693,0.5602329437947899,0.187400804822295,4.152405716158105,0.5562089209442668,Non-Viral
98,0.6944493967139375,0.9285707269042149,0.8634343866292755,0.13703555211763815,3.0871846428645062,0.8426336229126681,Viral
99,0.5214069228517265,0.6894004959621752,0.6482873848162272,0.02837563716800555,3.295758877271461,0.5506125596860634,Non-Viral
100,0.4752239261175394,0.8378459410761644,0.32913044512484285,0.1642561700704749,3.77100292464093,0.5766751627560758,Non-Viral
101,0.9218017260268726,0.5336339300623474,0.61028381804369225,0.04991569503717631,3.3810854547400715,0.6561277440448732,Viral
102,0.8875339091979845,0.7900593058521229,0.6396479769447851,0.10790547296237661,4.359220920780187,0.5071046503024018,Non-Viral
103,0.7669958116860905,0.6111517331240245,0.4690107270285082,0.009936678367641782,3.450816943033653,0.7870035419469582,Viral
104,0.8267692094431166,0.7882294493588627,0.5673144613507208,0.2895457430395145,2.3999176309623995,1.0278935510119263,Viral
105,0.6466397506575816,0.6845019734603122,0.45471133660478513,0.04438058193269683,3.594981153949572,0.564733189222923,Non-Viral
106,0.4072148226144561,0.8973394667147495,0.29508919215702695,0.033598741110683505,3.4835388921088555,0.533811456371574,Non-Viral
107,0.8904300635824607,0.915534108528908,0.6305023948052225,0.0875605041618925,3.9185322629323442,0.6351022005515841,Non-Viral
108,0.6641500125320402,0.8662186008956084,0.4072409352031952,0.00420664649440898,3.821270485011256,0.5362601563449566,Non-Viral
109,0.9061801486913295,0.738057496825717,0.43776737328593546,0.005236176223321717,3.169281122923182,0.8298465900029727,Viral
110,0.6462180910655523,0.9218866243308514,0.6505149936595382,0.1372747957098324,2.5642239156520277,0.9429840454014488,Viral
111,0.6369921922320001,0.8783749793185797,0.402434698993779,0.032099637847429585,3.2069678460654893,0.6090157043075285,Non-Viral
112,0.71346659971188,0.7797759899016893,0.726211923422543,0.035935839480390475,3.1311502933667543,0.8661542676728033,Viral
113,0.4282086188671762,0.85804456001093,0.12093099492354663,0.04796476219339587,3.0587134720179514,0.7931111031836455,Viral
114,0.8042835824247484,0.6940921701003405,0.44046549444148675,0.03233966494234733,3.796275102385006,0.5697121001456895,Non-Viral
115,0.842123409706531,0.6943186963734527,0.4141910939525948,0.08342532941068027,3.6024944640543706,0.5727797099632651,Non-Viral
116,0.907242559184337,0.7694027126859032,0.5465484687189487,0.037351595352091774,2.977536050712385,0.9741467209771674,Viral
117,0.8794000168219835,0.5746140408553204,0.6022541178302515,0.028625366229829006,3.7695021561903737,0.6869085993693588,Viral
118,0.9663661326534785,0.9101497352788305,0.23274176453487347,0.12405634380245274,3.472327505595626,0.7887310583018688,Viral
119,0.7927258014149777,0.5321739731374138,0.6636156102271659,0.01446246524119664,2.9318139331858037,0.7197183795942089,Viral
120,0.8463614486908049,0.6328686617666962,0.430001005432553,0.11041237385611548,2.9894416452756816,0.8350739296559025,Viral
121,0.7496023750392098,0.8548625670116125,0.39323732864273725,0.22080389413845888,3.128941235263162,0.7848599325184283,Viral
122,0.8579699541241423,0.8054173969424422,0.2685962910077288,0.08638902619443249,4.690494550580646,0.4335117990131401,Non-Viral
123,0.7497385165485573,0.7630611556842316,0.6417756835437907,0.021145879476205838,2.679867167799485,0.9670067081062668,Viral
124,0.3645800532426931,0.7511275166176904,0.10637294963786893,0.0097982479607676,3.743337753602426,0.3264003499472864,Non-Viral
125,0.3726230062167501,0.7566146459878443,0.4206597330444535,0.07304517187329967,3.4897721160425204,0.38523570427757636,Non-Viral
126,0.8932848313630093,0.6257072501424675,0.35775104714984957,0.13455033192663207,4.957556789939238,0.20579408700861704,Non-Viral
127,0.5390136053588034,0.43254125559180584,0.32435717290250465,0.001717007917496698,2.6236576168534373,0.6628933386350068,Viral
128,0.9235409006276782,0.434071303825797,0.36468114074729563,0.07788802923631652,2.9018705020965836,0.7325265425101423,Viral
129,0.41057542858882756,0.8850792608213041,0.2404097029017693,0.06253675788113693,3.1424959372236527,0.7783962409010237,Viral
130,0.8641338360588254,0.5477388480007765,0.8797332522335276,0.19210051788443996,4.0803456262281435,0.4952341972156403,Non-Viral
131,0.41354470640356145,0.5163056156365536,0.31191878673961126,0.09793823452352302,3.4870955791725886,0.3515358323642246,Non-Viral
132,0.7465317447908307,0.8728488563969697,0.74656190030514,0.03321641016215506,3.3473398477803626,0.7533151081999186,Viral
133,0.8038956255890939,0.7305251229402958,0.509283732714902,0.08850341319758546,3.4319714784940603,1.0195247010445077,Viral
134,0.9331160700299976,0.7852757821393486,0.33474922538873997,0.02354870561129838,3.5509664574103623,0.627457897174285,Non-Viral
135,0.7805710904168686,0.9829136018062136,0.5936764700922194,0.11642555250172232,2.8430663742466287,0.9392906948863395,Viral
136,0.878218233703867,0.8312611900199006,0.5202618959261547,0.10782371589326673,3.0917462555142037,0.7927406463951268,Viral
137,0.6657011665589395,0.863684140589996,0.59813960192528,0.030305695201435563,3.1536676736013947,1.050243152097544,Viral
138,0.9062016358598947,0.7222892502623357,0.6381020674969721,0.11877366424321682,3.902399245721776,0.6298710630104155,Non-Viral
139,0.553954689491215,0.6483506057324567,0.2671306396101675,0.05205160305784975,3.8788002241557336,0.21944025831366892,Non-Viral
140,0.7200579465877865,0.6965622323165841,0.594896533768367,0.1023154531063719,3.8592844795070134,0.5492558554686591,Non-Viral
141,0.887865646550882,0.5477695251016759,0.4173988866790625,0.2596313309781262,3.6752819154632173,0.6615119288086089,Viral
142,0.8798204300290259,0.906907648525112,0.37873162285666556,0.2019403465348022,3.4811342969691226,0.792783913020585,Viral
143,0.685176113054569,0.8252082815299275,0.6352508646844912,0.10993865350117671,2.6496963270257208,0.8366361336850479,Viral
144,0.5563334048501412,0.31643360180411423,0.6444040135115066,0.024062733016860342,3.295838747074918,0.6319338952199012,Non-Viral
145,0.8914717171986059,0.864652123619751,0.15632134111763182,0.18279061339704641,2.8164558161806807,0.9018917962256567,Viral
146,0.7328797319904062,0.35561552157490395,0.2368068457672546,0.1132337196787161,3.9287282101296386,0.4745826611405129,Non-Viral
147,0.9771894030718637,0.8860478299813932,0.21271281877476267,0.23952836167495006,2.9619212943360678,1.0581944575144198,Viral
148,0.6827976686655317,0.9246588393760188,0.6083769860580597,0.10715163830071907,3.814159482908253,0.7420507171161865,Viral
149,0.8341258426261975,0.8160610258129165,0.28888024021094016,0.12066285837097321,2.699224908467327,1.2662179712816368,Viral
150,0.5171629700309761,0.7430470686480157,0.7297781847161797,0.07650280684065858,3.5687955130861972,0.5259896057462479,Non-Viral
151,0.4157849861282573,0.5379390499026256,0.3115755692591739,0.0447403015493978,3.2548738154610666,0.5447567181330037,Non-Viral
152,0.6475403736293169,0.7274774388998116,0.6044900433701994,0.05062661264526843,4.120378873147589,0.43682735798914635,Non-Viral
153,0.9318631043859458,0.6839705419432346,0.22173507282184388,0.06159339780636122,4.00693723051612,0.430402929605198,Non-Viral
154,0.7763039796186678,0.7997493038646734,0.6818991408740387,0.06166140077226532,3.6964343771133548,0.5497918028994363,Non-Viral
155,0.919825976927288,0.9705898286480186,0.6775992302431264,0.13960543455338237,3.3927211457172692,0.9955263188474652,Viral
156,0.8755161146823617,0.7698348028710817,0.7313524013294105,0.030638658195794484,3.758681520037585,0.785687260218084,Viral
157,0.9767985500581328,0.8798056709800997,0.7300282227891405,0.10610074980981946,3.700129219749529,0.8056401854214587,Viral
158,0.4875493692153288,0.6219657785585799,0.329061163337412,0.037475398943050596,3.097618080786825,0.7810005994773999,Viral
159,0.9175770371107871,0.8107194767935845,0.30592552783413024,0.09795652116317494,4.498816200867591,0.39602811154387535,Non-Viral
160,0.8222925725344543,0.9270486569211659,0.27047525542422257,0.06688430186894434,3.4933290164880653,0.6530489628760263,Viral
161,0.6455728448025164,0.6171189410051257,0.27408139635228573,0.017881387151228386,3.2439945489151514,0.7637682275473294,Viral
162,0.7594833147729702,0.637039331913965,0.5183927648021062,0.029476632587219574,3.301263293307647,0.5337485691174694,Non-Viral
163,0.4493074050561032,0.4007527346735192,0.7644845738272542,0.004571871059399652,3.5873368098695133,0.25898980708503405,Non-Viral
164,0.7342102125760449,0.8127007348935295,0.7390836909081421,0.02007823660298383,3.5206262814124134,0.8888433732094247,Viral
165,0.45069495144021166,0.6101325646038107,0.5274359054607111,0.041007558692689974,3.5131496484693154,0.5227230711401227,Non-Viral
166,0.4603859560286175,0.7738149696825067,0.7523341628039202,0.02066579054067881,3.1320969270170615,0.7298210674183515,Viral
167,0.7714259080109579,0.9257857633582562,0.2551381210924123,0.006378886555069665,3.545472994774596,0.6626258088104646,Viral
168,0.8350126109355824,0.6571031785755007,0.22823512808653307,0.07327810857885418,3.663741533073858,0.5095727161902031,Non-Viral
169,0.4946529138849289,0.40304483339566116,0.6788419456270056,0.039426627457577905,3.8348029616724864,0.2790655882815182,Non-Viral
170,0.5436501511529084,0.8020460164145404,0.6028777157355766,0.13570193536027286,3.1648644540135886,0.8188752052284196,Viral
171,0.7989668756197971,0.8587289840075149,0.5011341736442879,0.0461270922534119,3.0300402860189988,0.8226628298109367,Viral
172,0.4010446796078278,0.5252481522647567,0.40550509440878874,0.027801740443304544,3.4330414757483902,0.44455667180826,Non-Viral
173,0.7522622517380813,0.5882051810777685,0.5206285496342682,0.16481948121806195,3.120682066382746,0.8222294029979398,Viral
174,0.8830962237596015,0.7758931830993621,0.047078349573891266,0.20130869599438403,3.5644312241553915,0.6071104967697171,Non-Viral
175,0.6565864034413429,0.8243054458634966,0.5192804115826266,0.029078031556371595,2.9193063429190858,0.6862522576901177,Viral
176,0.8014350518491037,0.6484027621164447,0.23472046979465913,0.08680948679301392,3.3055823759062632,0.6093998441834264,Non-Viral
177,0.6511961590827886,0.6511814165713241,0.33937807253284563,0.1676258013581876,3.6620961429898053,0.42686203732964867,Non-Viral
178,0.45571410991465633,0.9043703656773616,0.6563852966417203,0.024728003933674896,2.532467213581855,0.9089494872481636,Viral
179,0.715583738093647,0.3091012722980113,0.5829563718605894,0.018820190379840326,4.187340202013037,0.33160057619062644,Non-Viral
180,0.7891171089562132,0.8447149092890985,0.6842127882835337,0.18260436754709342,2.945608221745839,0.7843649087911981,Viral
181,0.7303490982327168,0.7400885945494491,0.11054287624251789,0.05712328288978113,2.8815359224540176,0.9278901257736842,Viral
182,0.884222985708859,0.6699296266976801,0.47841974471743665,0.22406791534928705,2.531116935148529,0.9321111464117153,Viral
183,0.8155292903478475,0.2560854983475486,0.3836995634363955,0.04057887364622932,3.0832403678125804,0.7516145490166569,Viral
184,0.6874337644513262,0.6807435986080458,0.8298526340750861,0.08749309757140128,3.4294831812260793,0.5023634865941634,Non-Viral
185,0.6948234026289575,0.40040586571569964,0.43977953626688204,0.07190549373966315,5.25372544838815,-0.21672406323964655,Non-Viral
186,0.5626371022556844,0.6740734372032753,0.24840178545139385,0.09032471775586162,2.7184568856068907,1.0729521022180162,Viral
187,0.4167845164804922,0.806955660394027,0.6238760924863497,0.048319190304919296,3.634152049274267,0.5957862995980879,Non-Viral
188,0.5617383764533184,0.7399921609434259,0.8871792039044035,0.15607393563929847,3.177172278377307,0.7077186326606755,Viral
189,0.5521687646263965,0.9400322546895084,0.23368390679214984,0.16519268204373289,2.4147058383862254,0.8765941958765555,Viral
190,0.8129008614937087,0.9410612364351393,0.6283730042507426,0.02255664265245635,2.858945249760802,0.7437419139351773,Viral
191,0.7133168144892309,0.7872565378709635,0.5724901960056703,0.04400295340769731,2.8333475505217973,0.9230236871947479,Viral
192,0.36223435426961936,0.49413905352424575,0.5235386157699418,6.566580322077146e-4,3.879631375446515,0.4813327057740441,Non-Viral
193,0.4854891336334242,0.9005942266581879,0.39696842567072577,0.20812602247338213,3.4089986705101167,0.4718402583485347,Non-Viral
194,0.6112665289588676,0.7015366609271741,0.8406186808870965,0.04753033760562991,4.111838751529808,0.46975796751443294,Non-Viral
195,0.688825469843812,0.6138883229284424,0.0735370015765625,0.030389063868980187,3.1461705439575915,0.6879948234794692,Viral
196,0.5165413016573367,0.21673682790978277,0.14508632184827774,0.13099040556319205,3.4252760933448183,0.6172406874146177,Non-Viral
197,0.9459220170310738,0.8509746935891935,0.6019397411112538,0.011375007306107339,3.901233643174552,0.6323670264590505,Non-Viral
198,0.3573056925734996,0.6370096834801248,0.515756451518299,0.01692309436469488,3.3564365041501945,0.4375845904564043,Non-Viral
199,0.7928003578137105,0.6999716707628307,0.6616287194622127,0.14750675552027964,3.560681441353595,0.6360008283011547,Non-Viral
200,0.8667917452797471,0.7162552084427014,0.8070962982920509,0.02074773160686759,3.297454947266921,0.8132020732316695,Viral
201,0.8074486357925589,0.7249000384676483,0.18628951042829162,0.25258687095675314,3.491402419151183,0.5610593395861541,Non-Viral
202,0.5774905029047293,0.853741228539813,0.6149463346288017,0.22611337094867726,3.3329368250080775,0.5616005533935008,Non-Viral
203,0.5947429341152272,0.9771842860172122,0.5396278286397255,0.015646870696859067,2.69250842354404,0.8869794676070355,Viral
204,0.5596434938191557,0.6463120651175462,0.35384351918572565,0.23580749477278248,3.2515251103147076,0.6896045249364878,Viral
205,0.8324832464876483,0.5917491324143225,0.4670121554002835,0.036975637957584954,3.46000828272693,0.5329803124753876,Non-Viral
206,0.5012843088671409,0.7787656424130904,0.4910305519539982,0.08815772825166031,4.269850490097282,0.41643557547012033,Non-Viral
207,0.6974580166214873,0.8188596883969155,0.8536842501785629,0.028001731478967333,4.2375300335187704,0.614584233580968,Non-Viral
208,0.7484959320716312,0.9444486590706108,0.6193352230519475,0.016767290160086847,3.4291429782546956,0.8847635314579458,Viral
209,0.5628046831505045,0.5929811096256871,0.6666464419590061,0.1897380121054721,3.955102630359129,0.5298015675846314,Non-Viral
210,0.8437099671331156,0.6622985541296053,0.5352533309134963,0.11548232352300665,3.558975423051469,0.6150976764983828,Non-Viral
211,0.8928018581963016,0.648544614463132,0.4776249771681901,0.043148166452117546,3.4741819134592737,0.5766819661867341,Non-Viral
212,0.8569493245836085,0.6961849315387326,0.8174588180202498,0.00298273213945791,2.793389286225543,0.8664620146202028,Viral
213,0.8825155641113555,0.7301514955063828,0.25750141209214444,0.02684514087842886,3.800057842991475,0.679305938010879,Viral
214,0.5322722311249555,0.7949919212231968,0.2722114182054572,0.01244935778181438,4.230546697370078,0.5160288755404525,Non-Viral
215,0.8567629956867565,0.6613805936582826,0.7099277007527454,0.0700240270075763,3.7438139117340046,0.5568336580400696,Non-Viral
216,0.9529437949785051,0.6604949043262323,0.6001722982868162,0.008584398769938516,3.0844362872592166,0.7624578811392567,Viral
217,0.4686901214802248,0.8246142805094863,0.29033514180812486,0.2604841528781537,3.673508556860204,0.5023939092623981,Non-Viral
218,0.6217996495459605,0.8386954632079616,0.43203814758250975,0.09808896366693834,4.165381303178615,0.5973429255896414,Non-Viral
219,0.8784650615398012,0.5514002835212881,0.13549564509998696,0.07937055367937997,3.8175194277908355,0.8055150940594471,Viral
220,0.5548310911934877,0.7685906306833167,0.9271868238138441,0.049272742760067545,2.890864238985656,0.9387309906815714,Viral
221,0.7621171650247639,0.8500105447787082,0.7476258356947497,0.011003476808023225,3.6701297922869673,0.5976879550964229,Non-Viral
222,0.6996656321204515,0.640054059868359,0.36135869700381296,0.16479129489616381,2.993129974061101,0.9801815845800418,Viral
223,0.6610795711447215,0.6950153617228396,0.38716975085066363,0.16908891716590335,3.8662235809977266,0.6984192219851897,Viral
224,0.9016566943541543,0.7721268527032928,0.7732444056642066,0.07111975251626483,2.030159553587581,1.2060714175048781,Viral
225,0.7259827966622183,0.5069385572086299,0.3285991794580227,0.1716968363940931,3.6505820137098883,0.4587057379335843,Non-Viral
226,0.7821855071145871,0.8773449774058044,0.39150327113011163,0.2656225687335351,4.0294763452982725,0.5530319925924715,Non-Viral
227,0.907544243935121,0.8836095118166349,0.4404863439752525,0.1164446412653612,3.99218496646257,0.4568846720095359,Non-Viral
228,0.7558749241131139,0.5088095636452855,0.5379669081345058,0.07719743519980272,4.282919596782757,0.3612416562503989,Non-Viral
229,0.7952563436178373,0.6430795384844302,0.4540031512740546,0.0773854570490597,4.312216355937968,0.4692187413940468,Non-Viral
